_id,price,coutnry,group,weight
ObjectId("5c825dd82dcf3568a17d388c"),676,Россия,2,250
ObjectId("5c825dd82dcf3568a17d388d"),1754,Россия,1,313
ObjectId("5c825dd82dcf3568a17d388e"),257,Россия,1,313
ObjectId("5c825dd82dcf3568a17d388f"),1841,Россия,2,348
ObjectId("5c825dd82dcf3568a17d3890"),2091,Россия,3,170
ObjectId("5c825dd82dcf3568a17d3891"),2264,Россия,4,330
ObjectId("5c825dd82dcf3568a17d3892"),2180,Швейцария,1,456
ObjectId("5c825dd82dcf3568a17d3893"),2405,Швейцария,3,228
ObjectId("5c825dd82dcf3568a17d3894"),996,Россия,4,21
ObjectId("5c825dd82dcf3568a17d3895"),1310,Россия,4,100
ObjectId("5c825dd82dcf3568a17d3896"),1121,Россия,3,347
ObjectId("5c825dd82dcf3568a17d3897"),820,Россия,4,347
ObjectId("5c825dd82dcf3568a17d3898"),1352,Россия,2,350
ObjectId("5c825dd82dcf3568a17d3899"),530,Россия,3,180
ObjectId("5c825dd82dcf3568a17d389a"),78,Россия,4,380
ObjectId("5c825dd82dcf3568a17d389b"),1406,Россия,4,430
ObjectId("5c825dd82dcf3568a17d389c"),1601,Россия,4,350
ObjectId("5c825dd82dcf3568a17d389d"),483,Корея,3,336
ObjectId("5c825dd82dcf3568a17d389e"),847,Россия,2,205
ObjectId("5c825dd82dcf3568a17d389f"),1467,Россия,4,220
ObjectId("5c825dd82dcf3568a17d38a0"),1996,Россия,3,200
ObjectId("5c825dd82dcf3568a17d38a1"),1873,Россия,3,1
ObjectId("5c825dd82dcf3568a17d38a2"),1650,Россия,3,350
ObjectId("5c825dd82dcf3568a17d38a3"),1133,Россия,1,140
ObjectId("5c825dd82dcf3568a17d38a4"),2096,Россия,2,400
ObjectId("5c825dd82dcf3568a17d38a5"),2159,Швейцария,3,38
ObjectId("5c825dd82dcf3568a17d38a6"),2299,Россия,2,315
ObjectId("5c825dd82dcf3568a17d38a7"),1668,Россия,3,336
ObjectId("5c825dd82dcf3568a17d38a8"),1607,Россия,1,112
ObjectId("5c825dd82dcf3568a17d38a9"),1681,Россия,4,220
ObjectId("5c825dd82dcf3568a17d38aa"),1611,Россия,2,220
ObjectId("5c825dd82dcf3568a17d38ab"),752,Россия,3,168
ObjectId("5c825dd82dcf3568a17d38ac"),754,Россия,1,38
ObjectId("5c825dd82dcf3568a17d38ad"),998,Россия,4,250
ObjectId("5c825dd82dcf3568a17d38ae"),142,Россия,4,200
ObjectId("5c825dd82dcf3568a17d38af"),1418,Россия,3,40
ObjectId("5c825dd82dcf3568a17d38b0"),2228,Россия,1,40
ObjectId("5c825dd82dcf3568a17d38b1"),2177,Россия,4,16
ObjectId("5c825dd82dcf3568a17d38b2"),243,Россия,4,200
ObjectId("5c825dd82dcf3568a17d38b3"),2047,Россия,4,40
ObjectId("5c825dd82dcf3568a17d38b4"),814,Россия,2,100
ObjectId("5c825dd82dcf3568a17d38b5"),2462,Россия,1,250
ObjectId("5c825dd82dcf3568a17d38b6"),2105,Россия,1,5
ObjectId("5c825dd82dcf3568a17d38b7"),896,Россия,3,350
ObjectId("5c825dd82dcf3568a17d38b8"),496,Россия,1,350
ObjectId("5c825dd82dcf3568a17d38b9"),366,Россия,3,180
ObjectId("5c825dd82dcf3568a17d38ba"),949,Россия,3,250
ObjectId("5c825dd82dcf3568a17d38bb"),277,Россия,1,250
ObjectId("5c825dd82dcf3568a17d38bc"),1168,Россия,4,5.6
ObjectId("5c825dd82dcf3568a17d38bd"),742,Казахстан,2,1
ObjectId("5c825dd82dcf3568a17d38be"),2299,Россия,1,42
ObjectId("5c825dd82dcf3568a17d38bf"),2357,Россия,2,250
ObjectId("5c825dd82dcf3568a17d38c0"),1897,Россия,1,180
ObjectId("5c825dd82dcf3568a17d38c1"),1278,Россия,1,50
ObjectId("5c825dd82dcf3568a17d38c2"),1707,Россия,4,250
ObjectId("5c825dd82dcf3568a17d38c3"),1808,Россия,3,250
ObjectId("5c825dd82dcf3568a17d38c4"),1469,Россия,2,180
ObjectId("5c825dd82dcf3568a17d38c5"),2447,Россия,2,250
ObjectId("5c825dd82dcf3568a17d38c6"),1099,Россия,4,1
ObjectId("5c825dd82dcf3568a17d38c7"),444,Россия,2,180
ObjectId("5c825dd82dcf3568a17d38c8"),1040,Россия,4,255
ObjectId("5c825dd82dcf3568a17d38c9"),1140,Россия,1,180
ObjectId("5c825dd82dcf3568a17d38ca"),928,Россия,3,400
ObjectId("5c825dd82dcf3568a17d38cb"),869,Россия,3,180
ObjectId("5c825dd82dcf3568a17d38cc"),157,Россия,1,47
ObjectId("5c825dd82dcf3568a17d38cd"),1086,Россия,4,300
ObjectId("5c825dd82dcf3568a17d38ce"),2250,Россия,2,25
ObjectId("5c825dd82dcf3568a17d38cf"),153,Германия,1,200
ObjectId("5c825dd82dcf3568a17d38d0"),1561,Россия,4,220
ObjectId("5c825dd82dcf3568a17d38d1"),102,Польша,2,162
ObjectId("5c825dd82dcf3568a17d38d2"),1023,Россия,3,64
ObjectId("5c825dd82dcf3568a17d38d7"),791,Россия,3,510
ObjectId("5c825dd82dcf3568a17d38d9"),2085,Россия,1,350
ObjectId("5c825dd82dcf3568a17d38da"),380,Россия,3,350
ObjectId("5c825dd82dcf3568a17d38db"),2034,Россия,2,350
ObjectId("5c825dd82dcf3568a17d38dd"),1891,Россия,3,350
ObjectId("5c825dd82dcf3568a17d38de"),2207,Россия,2,200
ObjectId("5c825dd82dcf3568a17d38e0"),718,Россия,3,300
ObjectId("5c825dd82dcf3568a17d38e1"),2243,Россия,1,300
ObjectId("5c825dd82dcf3568a17d38e2"),2041,Россия,1,300
ObjectId("5c825dd82dcf3568a17d38e3"),1684,Россия,1,480
ObjectId("5c825dd82dcf3568a17d38e5"),1266,Россия,4,230
ObjectId("5c825dd82dcf3568a17d38e6"),1883,Россия,3,450
ObjectId("5c825dd82dcf3568a17d38e7"),443,Россия,3,450
ObjectId("5c825dd82dcf3568a17d38e9"),1491,Россия,3,60
ObjectId("5c825dd82dcf3568a17d38eb"),2020,Россия,1,60
ObjectId("5c825dd82dcf3568a17d38ef"),2041,Россия,4,800
ObjectId("5c825dd82dcf3568a17d38f3"),1626,Россия,4,450
ObjectId("5c825dd82dcf3568a17d38f4"),2180,Россия,4,500
ObjectId("5c825dd82dcf3568a17d3901"),1047,Россия,4,280
ObjectId("5c825dd82dcf3568a17d3906"),55,Россия,2,220
ObjectId("5c825dd82dcf3568a17d3907"),606,Россия,1,200
ObjectId("5c825dd82dcf3568a17d3908"),1415,Россия,2,233
ObjectId("5c825dd82dcf3568a17d3909"),558,Россия,3,200
ObjectId("5c825dd82dcf3568a17d390d"),222,Хорватия,3,250
ObjectId("5c825dd82dcf3568a17d3910"),1126,Хорватия,2,20
ObjectId("5c825dd82dcf3568a17d3911"),141,Австрия,2,48
ObjectId("5c825dd82dcf3568a17d3912"),1723,Австрия,1,33
ObjectId("5c825dd82dcf3568a17d3913"),2086,Австрия,2,35
ObjectId("5c825dd82dcf3568a17d3914"),1161,Польша,1,15
ObjectId("5c825dd82dcf3568a17d3915"),1991,Россия,4,70
ObjectId("5c825dd82dcf3568a17d3916"),48,Россия,1,280
ObjectId("5c825dd82dcf3568a17d3917"),1248,Россия,4,380
ObjectId("5c825dd82dcf3568a17d3918"),1786,Россия,3,500
ObjectId("5c825dd82dcf3568a17d3919"),291,Россия,4,480
ObjectId("5c825dd82dcf3568a17d391a"),2163,Россия,3,950
ObjectId("5c825dd82dcf3568a17d391b"),1983,Россия,4,280
ObjectId("5c825dd82dcf3568a17d391c"),367,Россия,3,450
ObjectId("5c825dd82dcf3568a17d391d"),363,Россия,4,250
ObjectId("5c825dd82dcf3568a17d391e"),150,Россия,4,300
ObjectId("5c825dd82dcf3568a17d391f"),2215,Россия,2,300
ObjectId("5c825dd82dcf3568a17d3920"),557,Россия,3,250
ObjectId("5c825dd82dcf3568a17d3921"),1634,Россия,1,310
ObjectId("5c825dd82dcf3568a17d3922"),140,Россия,2,310
ObjectId("5c825dd82dcf3568a17d3923"),2032,Россия,4,700
ObjectId("5c825dd82dcf3568a17d3924"),2162,Россия,3,690
ObjectId("5c825dd82dcf3568a17d3925"),456,Россия,1,260
ObjectId("5c825dd82dcf3568a17d3926"),649,Россия,3,280
ObjectId("5c825dd82dcf3568a17d3927"),2300,Россия,4,300
ObjectId("5c825dd82dcf3568a17d3928"),1129,Россия,3,380
ObjectId("5c825dd82dcf3568a17d3929"),1684,Россия,1,670
ObjectId("5c825dd82dcf3568a17d392a"),1379,Россия,4,300
ObjectId("5c825dd82dcf3568a17d392b"),2475,Россия,2,25
ObjectId("5c825dd82dcf3568a17d392c"),712,Россия,2,300
ObjectId("5c825dd82dcf3568a17d392d"),1372,Россия,3,480
ObjectId("5c825dd82dcf3568a17d392e"),1345,Россия,2,200
ObjectId("5c825dd82dcf3568a17d392f"),264,Россия,2,200
ObjectId("5c825dd82dcf3568a17d3930"),2073,Россия,4,200
ObjectId("5c825dd82dcf3568a17d3931"),2020,Россия,1,500
ObjectId("5c825dd82dcf3568a17d3933"),1597,Россия,1,10
ObjectId("5c825dd82dcf3568a17d3934"),624,Россия,4,15
ObjectId("5c825dd82dcf3568a17d3935"),1563,Россия,3,10
ObjectId("5c825dd82dcf3568a17d3936"),2118,Россия,3,60
ObjectId("5c825dd82dcf3568a17d3937"),1833,Россия,2,15
ObjectId("5c825dd82dcf3568a17d3938"),1020,Россия,2,10
ObjectId("5c825dd82dcf3568a17d3939"),1504,Россия,3,10
ObjectId("5c825dd82dcf3568a17d393a"),2285,Россия,3,7
ObjectId("5c825dd82dcf3568a17d393b"),1654,Россия,3,30
ObjectId("5c825dd82dcf3568a17d393c"),130,Россия,2,15
ObjectId("5c825dd82dcf3568a17d393d"),1143,Россия,3,10
ObjectId("5c825dd82dcf3568a17d393e"),30,Россия,2,15
ObjectId("5c825dd82dcf3568a17d393f"),1931,Россия,3,30
ObjectId("5c825dd82dcf3568a17d3940"),890,Россия,1,10
ObjectId("5c825dd82dcf3568a17d3941"),149,Россия,3,15
ObjectId("5c825dd82dcf3568a17d3942"),628,Россия,3,15
ObjectId("5c825dd82dcf3568a17d3943"),368,Россия,2,15
ObjectId("5c825dd82dcf3568a17d3944"),1301,Россия,2,10
ObjectId("5c825dd82dcf3568a17d3945"),2076,Россия,3,5
ObjectId("5c825dd82dcf3568a17d3946"),1681,Россия,2,12
ObjectId("5c825dd82dcf3568a17d3947"),2439,Россия,4,30
ObjectId("5c825dd82dcf3568a17d3948"),1159,Россия,2,6
ObjectId("5c825dd82dcf3568a17d3949"),797,Россия,4,10
ObjectId("5c825dd82dcf3568a17d394a"),1811,Россия,1,200
ObjectId("5c825dd82dcf3568a17d394b"),1356,Россия,4,50
ObjectId("5c825dd82dcf3568a17d394c"),686,Россия,1,75
ObjectId("5c825dd82dcf3568a17d394d"),2236,Россия,2,50
ObjectId("5c825dd82dcf3568a17d394e"),2353,Россия,3,10
ObjectId("5c825dd82dcf3568a17d394f"),2283,Россия,2,10
ObjectId("5c825dd82dcf3568a17d3950"),2245,Россия,2,10
ObjectId("5c825dd82dcf3568a17d3951"),896,Россия,1,20
ObjectId("5c825dd82dcf3568a17d3952"),2115,Россия,2,10
ObjectId("5c825dd82dcf3568a17d3953"),1500,Россия,1,25
ObjectId("5c825dd82dcf3568a17d3954"),88,Россия,2,150
ObjectId("5c825dd82dcf3568a17d3955"),2325,Россия,4,5
ObjectId("5c825dd82dcf3568a17d3956"),675,Россия,4,15
ObjectId("5c825dd82dcf3568a17d3957"),592,Россия,4,15
ObjectId("5c825dd82dcf3568a17d3958"),1838,Россия,4,15
ObjectId("5c825dd82dcf3568a17d3959"),543,Россия,2,10
ObjectId("5c825dd82dcf3568a17d395a"),1168,Россия,2,15
ObjectId("5c825dd82dcf3568a17d395b"),1535,Россия,1,15
ObjectId("5c825dd82dcf3568a17d395c"),1308,Россия,2,15
ObjectId("5c825dd82dcf3568a17d395d"),1775,Россия,4,15
ObjectId("5c825dd82dcf3568a17d395e"),182,Россия,2,10
ObjectId("5c825dd82dcf3568a17d395f"),2417,Россия,4,15
ObjectId("5c825dd82dcf3568a17d3960"),262,Россия,2,10
ObjectId("5c825dd82dcf3568a17d3961"),1653,Россия,2,15
ObjectId("5c825dd82dcf3568a17d3962"),1618,Россия,3,20
ObjectId("5c825dd82dcf3568a17d3963"),85,Россия,3,50
ObjectId("5c825dd82dcf3568a17d3964"),1546,Россия,2,15
ObjectId("5c825dd82dcf3568a17d3965"),1577,Польша,2,25
ObjectId("5c825dd82dcf3568a17d3966"),1658,Польша,3,25
ObjectId("5c825dd82dcf3568a17d3967"),491,Польша,3,25
ObjectId("5c825dd82dcf3568a17d3968"),2225,Польша,3,30
ObjectId("5c825dd82dcf3568a17d3969"),2301,Польша,3,45
ObjectId("5c825dd82dcf3568a17d396a"),1267,Польша,1,30
ObjectId("5c825dd82dcf3568a17d396c"),146,Россия,2,38
ObjectId("5c825dd82dcf3568a17d396d"),919,Россия,1,80
ObjectId("5c825dd82dcf3568a17d396e"),824,Россия,4,30
ObjectId("5c825dd82dcf3568a17d396f"),1758,Россия,1,15
ObjectId("5c825dd82dcf3568a17d3970"),502,Россия,1,20
ObjectId("5c825dd82dcf3568a17d3971"),1021,Россия,1,30.6
ObjectId("5c825dd82dcf3568a17d3972"),1980,Россия,4,30
ObjectId("5c825dd82dcf3568a17d3973"),573,Россия,3,30
ObjectId("5c825dd82dcf3568a17d3974"),1945,Россия,2,200
ObjectId("5c825dd82dcf3568a17d3975"),767,Россия,4,26
ObjectId("5c825dd82dcf3568a17d3976"),1118,Россия,3,30
ObjectId("5c825dd82dcf3568a17d3977"),2231,Россия,3,10
ObjectId("5c825dd82dcf3568a17d3978"),1063,Россия,4,15
ObjectId("5c825dd82dcf3568a17d3979"),1654,Россия,4,15
ObjectId("5c825dd82dcf3568a17d397a"),1568,Россия,4,10
ObjectId("5c825dd82dcf3568a17d397b"),2031,Россия,3,90
ObjectId("5c825dd82dcf3568a17d397c"),2171,Россия,2,10
ObjectId("5c825dd82dcf3568a17d397d"),1414,Россия,4,15
ObjectId("5c825dd82dcf3568a17d397e"),2195,Россия,1,8
ObjectId("5c825dd82dcf3568a17d397f"),561,Россия,4,60
ObjectId("5c825dd82dcf3568a17d3980"),843,Россия,1,48
ObjectId("5c825dd82dcf3568a17d3981"),340,Россия,2,10
ObjectId("5c825dd82dcf3568a17d3982"),1660,Россия,2,55
ObjectId("5c825dd82dcf3568a17d3983"),1939,Россия,1,15
ObjectId("5c825dd82dcf3568a17d3984"),2427,Россия,2,15
ObjectId("5c825dd82dcf3568a17d3985"),1907,Россия,2,12
ObjectId("5c825dd82dcf3568a17d3986"),446,Россия,1,15
ObjectId("5c825dd82dcf3568a17d3987"),57,Россия,3,31
ObjectId("5c825dd82dcf3568a17d3988"),1710,Россия,2,20
ObjectId("5c825dd82dcf3568a17d3989"),1381,Россия,1,15
ObjectId("5c825dd82dcf3568a17d398a"),1286,Россия,1,15
ObjectId("5c825dd82dcf3568a17d398b"),2269,Россия,3,23
ObjectId("5c825dd82dcf3568a17d398c"),1523,Россия,1,15
ObjectId("5c825dd82dcf3568a17d398d"),1175,Россия,1,25
ObjectId("5c825dd82dcf3568a17d398e"),175,Россия,2,43
ObjectId("5c825dd82dcf3568a17d398f"),986,Россия,2,50
ObjectId("5c825dd82dcf3568a17d3990"),213,Россия,1,10
ObjectId("5c825dd82dcf3568a17d3991"),1019,Россия,3,5
ObjectId("5c825dd82dcf3568a17d3992"),2244,Россия,1,60
ObjectId("5c825dd82dcf3568a17d3993"),2104,Россия,4,52
ObjectId("5c825dd82dcf3568a17d3994"),828,Россия,4,50
ObjectId("5c825dd82dcf3568a17d3995"),1721,Россия,4,15
ObjectId("5c825dd82dcf3568a17d3996"),2377,Россия,2,45
ObjectId("5c825dd82dcf3568a17d3997"),1893,Россия,4,15
ObjectId("5c825dd82dcf3568a17d3998"),1796,Россия,3,15
ObjectId("5c825dd82dcf3568a17d3999"),651,Россия,1,29
ObjectId("5c825dd82dcf3568a17d399a"),2267,Россия,1,43
ObjectId("5c825dd82dcf3568a17d399b"),2056,Россия,1,15
ObjectId("5c825dd82dcf3568a17d399c"),1485,Россия,2,110
ObjectId("5c825dd82dcf3568a17d399d"),1643,Россия,1,15
ObjectId("5c825dd82dcf3568a17d399e"),1952,Россия,2,20
ObjectId("5c825dd82dcf3568a17d399f"),2350,Россия,1,210
ObjectId("5c825dd82dcf3568a17d39a0"),2007,Россия,3,233
ObjectId("5c825dd82dcf3568a17d39a1"),556,Россия,4,460
ObjectId("5c825dd82dcf3568a17d39a2"),414,Россия,2,200
ObjectId("5c825dd82dcf3568a17d39a3"),2089,Россия,3,900
ObjectId("5c825dd82dcf3568a17d39a4"),2441,Россия,1,220
ObjectId("5c825dd82dcf3568a17d39a5"),2202,Россия,3,230
ObjectId("5c825dd82dcf3568a17d39a6"),2458,Россия,2,310
ObjectId("5c825dd82dcf3568a17d39a7"),1994,Россия,1,220
ObjectId("5c825dd82dcf3568a17d39a8"),975,Россия,2,380
ObjectId("5c825dd82dcf3568a17d39a9"),1737,Россия,2,837
ObjectId("5c825dd82dcf3568a17d39aa"),934,Россия,3,200
ObjectId("5c825dd82dcf3568a17d39ab"),2383,Россия,2,200
ObjectId("5c825dd82dcf3568a17d39ac"),1312,Россия,3,210
ObjectId("5c825dd82dcf3568a17d39ad"),2228,Россия,3,210
ObjectId("5c825dd82dcf3568a17d39ae"),1331,Россия,4,230
ObjectId("5c825dd82dcf3568a17d39af"),59,Россия,4,480
ObjectId("5c825dd82dcf3568a17d39b0"),669,Россия,2,550
ObjectId("5c825dd82dcf3568a17d39b1"),1815,Россия,2,240
ObjectId("5c825dd82dcf3568a17d39b2"),538,Россия,4,480
ObjectId("5c825dd82dcf3568a17d39b3"),1170,Россия,1,500
ObjectId("5c825dd82dcf3568a17d39b4"),1542,Россия,2,370
ObjectId("5c825dd82dcf3568a17d39b5"),567,Россия,3,270
ObjectId("5c825dd82dcf3568a17d39b6"),1467,Россия,1,270
ObjectId("5c825dd82dcf3568a17d39b7"),1414,Россия,1,225
ObjectId("5c825dd82dcf3568a17d39b8"),2277,Россия,1,280
ObjectId("5c825dd82dcf3568a17d39b9"),1776,Россия,4,70
ObjectId("5c825dd82dcf3568a17d39ba"),2464,Россия,4,270
ObjectId("5c825dd82dcf3568a17d39bb"),1943,Россия,3,360
ObjectId("5c825dd82dcf3568a17d39bc"),2172,Россия,2,260
ObjectId("5c825dd82dcf3568a17d39bd"),814,Россия,4,120
ObjectId("5c825dd82dcf3568a17d39be"),920,Россия,1,380
ObjectId("5c825dd82dcf3568a17d39bf"),435,Россия,1,500
ObjectId("5c825dd82dcf3568a17d39c0"),2477,Россия,4,500
ObjectId("5c825dd82dcf3568a17d39c1"),2100,Россия,1,20
ObjectId("5c825dd82dcf3568a17d39c2"),1700,Россия,1,20
ObjectId("5c825dd82dcf3568a17d39c3"),1488,Россия,2,25
ObjectId("5c825dd82dcf3568a17d39c8"),1490,Россия,3,140
ObjectId("5c825dd82dcf3568a17d39c9"),931,Россия,1,100
ObjectId("5c825dd82dcf3568a17d39ca"),2272,Россия,1,130
ObjectId("5c825dd82dcf3568a17d39cb"),2319,Россия,3,170
ObjectId("5c825dd82dcf3568a17d39cc"),1458,Россия,2,170
ObjectId("5c825dd82dcf3568a17d39cd"),1636,Россия,3,100
ObjectId("5c825dd82dcf3568a17d39ce"),2259,Россия,4,190
ObjectId("5c825dd82dcf3568a17d39cf"),1961,Россия,4,140
ObjectId("5c825dd82dcf3568a17d39d0"),1700,Россия,1,120
ObjectId("5c825dd82dcf3568a17d39d1"),1527,Россия,1,500
ObjectId("5c825dd82dcf3568a17d39d2"),2389,Россия,4,50
ObjectId("5c825dd82dcf3568a17d39d3"),1304,Россия,2,100
ObjectId("5c825dd82dcf3568a17d39d4"),876,Россия,1,500
ObjectId("5c825dd82dcf3568a17d39d5"),2122,Россия,1,200
ObjectId("5c825dd82dcf3568a17d39d6"),2152,Россия,3,500
ObjectId("5c825dd82dcf3568a17d39d7"),2262,Россия,3,190
ObjectId("5c825dd82dcf3568a17d39d8"),890,Россия,2,120
ObjectId("5c825dd82dcf3568a17d39d9"),2124,Россия,4,100
ObjectId("5c825dd82dcf3568a17d39da"),1306,Россия,2,180
ObjectId("5c825dd82dcf3568a17d39db"),1544,Россия,4,350
ObjectId("5c825dd82dcf3568a17d39dc"),1756,Россия,2,500
ObjectId("5c825dd82dcf3568a17d39dd"),2122,Россия,4,400
ObjectId("5c825dd82dcf3568a17d39de"),1915,Россия,4,800
ObjectId("5c825dd82dcf3568a17d39df"),121,Россия,1,200
ObjectId("5c825dd82dcf3568a17d39e0"),328,Россия,2,390
ObjectId("5c825dd82dcf3568a17d39e1"),469,Россия,2,700
ObjectId("5c825dd82dcf3568a17d39e2"),1182,Россия,2,800
ObjectId("5c825dd82dcf3568a17d39e3"),1790,Россия,1,800
ObjectId("5c825dd82dcf3568a17d39e4"),1189,Россия,1,780
ObjectId("5c825dd82dcf3568a17d39e5"),788,Россия,2,470
ObjectId("5c825dd82dcf3568a17d39e6"),543,Россия,1,750
ObjectId("5c825dd82dcf3568a17d39e7"),2409,Россия,2,150
ObjectId("5c825dd82dcf3568a17d39e8"),2006,Россия,2,800
ObjectId("5c825dd82dcf3568a17d39e9"),2263,Россия,3,270
ObjectId("5c825dd82dcf3568a17d39ea"),2226,Россия,4,200
ObjectId("5c825dd82dcf3568a17d39eb"),379,Россия,2,260
ObjectId("5c825dd82dcf3568a17d39ec"),2122,Россия,4,510
ObjectId("5c825dd82dcf3568a17d39ed"),846,Россия,2,480
ObjectId("5c825dd82dcf3568a17d39ee"),705,Россия,4,500
ObjectId("5c825dd82dcf3568a17d39ef"),2137,Россия,3,500
ObjectId("5c825dd82dcf3568a17d39f0"),124,Россия,3,450
ObjectId("5c825dd82dcf3568a17d39f1"),929,Россия,3,500
ObjectId("5c825dd82dcf3568a17d39f2"),701,Россия,3,930
ObjectId("5c825dd82dcf3568a17d39f3"),764,Россия,3,200
ObjectId("5c825dd82dcf3568a17d39f4"),561,Россия,4,500
ObjectId("5c825dd82dcf3568a17d39f5"),980,Россия,2,250
ObjectId("5c825dd82dcf3568a17d39f6"),909,Россия,3,60
ObjectId("5c825dd82dcf3568a17d39f7"),2493,Россия,3,80
ObjectId("5c825dd82dcf3568a17d39f8"),1633,Россия,4,20
ObjectId("5c825dd82dcf3568a17d39f9"),188,Россия,2,15
ObjectId("5c825dd82dcf3568a17d39fa"),2163,Россия,2,10
ObjectId("5c825dd82dcf3568a17d39fb"),1414,Россия,1,15
ObjectId("5c825dd82dcf3568a17d39fc"),1040,Россия,3,15
ObjectId("5c825dd82dcf3568a17d39fd"),2335,Россия,4,10
ObjectId("5c825dd82dcf3568a17d39fe"),2475,Россия,2,60
ObjectId("5c825dd82dcf3568a17d39ff"),1221,Россия,1,7
ObjectId("5c825dd82dcf3568a17d3a00"),1489,Россия,4,130
ObjectId("5c825dd82dcf3568a17d3a01"),1209,Китай,1,3
ObjectId("5c825dd82dcf3568a17d3a02"),194,Бельгия,2,150
ObjectId("5c825dd82dcf3568a17d3a03"),1021,Россия,1,50
ObjectId("5c825dd82dcf3568a17d3a04"),2373,Швейцария,1,262
ObjectId("5c825dd82dcf3568a17d3a05"),462,Россия,2,100
ObjectId("5c825dd82dcf3568a17d3a06"),1875,Россия,1,175
ObjectId("5c825dd82dcf3568a17d3a07"),783,Россия,4,187
ObjectId("5c825dd82dcf3568a17d3a08"),2381,Россия,2,1
ObjectId("5c825dd82dcf3568a17d3a09"),405,Россия,4,87
ObjectId("5c825dd82dcf3568a17d3a0a"),2497,Швейцария,3,200
ObjectId("5c825dd82dcf3568a17d3a0b"),558,Россия,1,1
ObjectId("5c825dd82dcf3568a17d3a0c"),479,Россия,2,2.5
ObjectId("5c825dd82dcf3568a17d3a0d"),181,Литва,3,373
ObjectId("5c825dd82dcf3568a17d3a0e"),671,Россия,3,200
ObjectId("5c825dd82dcf3568a17d3a0f"),1455,Россия,3,42
ObjectId("5c825dd82dcf3568a17d3a10"),124,Россия,1,137
ObjectId("5c825dd82dcf3568a17d3a11"),1527,Россия,2,94
ObjectId("5c825dd82dcf3568a17d3a12"),1349,Россия,4,51
ObjectId("5c825dd82dcf3568a17d3a13"),997,Россия,4,80
ObjectId("5c825dd82dcf3568a17d3a14"),1354,Россия,2,184
ObjectId("5c825dd82dcf3568a17d3a15"),154,Россия,3,137
ObjectId("5c825dd82dcf3568a17d3a16"),126,Россия,3,200
ObjectId("5c825dd82dcf3568a17d3a17"),1792,Россия,4,1
ObjectId("5c825dd82dcf3568a17d3a18"),689,Россия,3,260
ObjectId("5c825dd82dcf3568a17d3a19"),40,Россия,3,150
ObjectId("5c825dd82dcf3568a17d3a1a"),1769,Италия,1,37.5
ObjectId("5c825dd82dcf3568a17d3a1b"),31,Россия,2,160
ObjectId("5c825dd82dcf3568a17d3a1c"),1456,Россия,3,1
ObjectId("5c825dd82dcf3568a17d3a1d"),2199,Россия,2,200
ObjectId("5c825dd82dcf3568a17d3a1e"),1867,Украина,1,100
ObjectId("5c825dd82dcf3568a17d3a1f"),2459,Россия,3,200
ObjectId("5c825dd82dcf3568a17d3a21"),842,Россия,1,320
ObjectId("5c825dd82dcf3568a17d3a22"),917,Россия,1,300
ObjectId("5c825dd82dcf3568a17d3a24"),1617,Россия,2,300
ObjectId("5c825dd82dcf3568a17d3a25"),1874,Россия,4,300
ObjectId("5c825dd82dcf3568a17d3a26"),1754,Россия,3,300
ObjectId("5c825dd82dcf3568a17d3a27"),180,Россия,1,300
ObjectId("5c825dd82dcf3568a17d3a28"),330,Россия,1,300
ObjectId("5c825dd82dcf3568a17d3a29"),333,Россия,2,250
ObjectId("5c825dd82dcf3568a17d3a2a"),1956,Россия,3,430
ObjectId("5c825dd82dcf3568a17d3a2b"),1882,Россия,2,450
ObjectId("5c825dd82dcf3568a17d3a2c"),1161,Россия,2,500
ObjectId("5c825dd82dcf3568a17d3a2d"),1667,Россия,4,600
ObjectId("5c825dd82dcf3568a17d3a2e"),2391,Россия,3,400
ObjectId("5c825dd82dcf3568a17d3a2f"),521,Россия,3,350
ObjectId("5c825dd82dcf3568a17d3a30"),2168,Россия,3,430
ObjectId("5c825dd82dcf3568a17d3a33"),1375,Россия,1,1
ObjectId("5c825dd82dcf3568a17d3a34"),992,Россия,2,1
ObjectId("5c825dd82dcf3568a17d3a35"),1701,Россия,4,1
ObjectId("5c825dd82dcf3568a17d3a37"),234,Россия,4,1
ObjectId("5c825dd82dcf3568a17d3a38"),122,Россия,3,200
ObjectId("5c825dd82dcf3568a17d3a39"),368,Россия,4,200
ObjectId("5c825dd82dcf3568a17d3a3a"),1110,Россия,1,450
ObjectId("5c825dd82dcf3568a17d3a3b"),1608,Россия,2,350
ObjectId("5c825dd82dcf3568a17d3a3c"),1266,Россия,1,200
ObjectId("5c825dd82dcf3568a17d3a3d"),2120,Россия,2,350
ObjectId("5c825dd82dcf3568a17d3a3e"),2385,Россия,3,450
ObjectId("5c825dd82dcf3568a17d3a3f"),1392,Россия,4,600
ObjectId("5c825dd82dcf3568a17d3a40"),774,Россия,4,280
ObjectId("5c825dd82dcf3568a17d3a41"),2218,Россия,1,900
ObjectId("5c825dd82dcf3568a17d3a42"),434,Россия,2,350
ObjectId("5c825dd82dcf3568a17d3a43"),2085,Россия,3,300
ObjectId("5c825dd82dcf3568a17d3a44"),976,Россия,1,150
ObjectId("5c825dd82dcf3568a17d3a45"),480,Россия,1,300
ObjectId("5c825dd82dcf3568a17d3a46"),202,Россия,1,500
